SSL(t-1),SSL(t),q(t-1),q(t)
0.5,0.4,1.5,1.4
0.4,0.3,1.4,1.1
0.3,0.2,1.1,1
0.2,1,1,2
1,1.9,2,3.1
1.9,0.7,3.1,1.9
0.7,0.5,1.9,1.6
0.5,0.3,1.6,1.3
0.3,0.2,1.3,1.1
0.2,0.2,1.1,1
0.2,0.2,1,0.9
0.2,0.2,0.9,1
0.2,0.2,1,1
0.2,0.4,1,1.4
0.4,0.3,1.4,1.2
0.3,0.3,1.2,1.1
0.3,0.3,1.1,1
0.3,0.3,1,1
0.3,0.8,1,1.7
0.8,2.2,1.7,3.1
2.2,1.9,3.1,2.9
1.9,1.2,2.9,2.2
1.2,1.7,2.2,2.6
1.7,1.1,2.6,2.1
1.1,0.7,2.1,1.6
0.7,0.6,1.6,1.4
0.6,0.5,1.4,1.4
0.5,0.4,1.4,1.3
0.4,0.4,1.3,1.2
0.4,0.3,1.2,1.2
0.3,0.3,1.2,1.1
0.3,0.3,1.1,1.1
0.3,0.3,1.1,1.2
0.3,0.3,1.2,1.2
0.3,0.3,1.2,1.2
0.3,0.3,1.2,1.1
0.3,0.3,1.1,1.2
0.3,0.3,1.2,1.3
0.3,0.3,1.3,1.4
0.3,0.3,1.4,1.4
0.3,0.3,1.4,1.5
0.3,0.3,1.5,1.4
0.3,0.3,1.4,1.4
0.3,0.3,1.4,1.4
0.3,0.3,1.4,1.4
0.3,0.3,1.4,1.4
0.3,0.3,1.4,1.4
0.3,0.3,1.4,1.3
0.3,0.3,1.3,1.3
0.3,0.3,1.3,1.4
0.3,0.4,1.4,1.3
0.4,0.3,1.3,1.3
0.3,0.3,1.3,1.1
0.3,0.2,1.1,0.9
0.2,0.2,0.9,0.9
0.2,0.2,0.9,0.9
0.2,0.2,0.9,0.9
0.2,0.2,0.9,1
0.2,0.2,1,1
0.2,0.2,1,1.1
0.2,0.3,1.1,1.2
0.3,0.2,1.2,1.1
0.2,0.3,1.1,1.1
0.3,0.2,1.1,1.1
0.2,0.2,1.1,1
0.2,0.2,1,1
0.2,0.2,1,1
0.2,0.2,1,0.9
0.2,0.2,0.9,0.9
0.2,0.2,0.9,0.9
0.2,0.2,0.9,0.9
0.2,0.2,0.9,0.8
0.2,0.4,0.8,1.3
0.4,5,1.3,4.6
5,12.9,4.6,7.9
12.9,6.5,7.9,5.4
6.5,1.7,5.4,2.9
1.7,0.9,2.9,2.1
0.9,0.7,2.1,1.8
0.7,0.7,1.8,1.8
0.7,0.5,1.8,1.6
0.5,0.4,1.6,1.5
0.4,0.4,1.5,1.4
0.4,0.3,1.4,1.4
0.3,0.3,1.4,1.4
0.3,0.3,1.4,1.4
0.3,0.3,1.4,1.4
0.3,0.3,1.4,1.3
0.3,0.3,1.3,1.3
0.3,0.3,1.3,1.3
0.3,0.3,1.3,1.3
0.3,0.3,1.3,1.3
0.3,0.2,1.3,1.1
0.2,0.3,1.1,1.2
0.3,0.3,1.2,1.3
0.3,0.3,1.3,1.3
0.3,0.3,1.3,1.2
0.3,0.3,1.2,1.2
0.3,0.3,1.2,1.2
0.3,0.3,1.2,1.2
0.3,0.3,1.2,1.3
0.3,0.4,1.3,1.5
0.4,0.4,1.5,1.5
0.4,1.9,1.5,3.1
1.9,2.9,3.1,4
2.9,1.4,4,2.9
1.4,0.8,2.9,2.3
0.8,0.6,2.3,2
0.6,0.4,2,1.8
0.4,0.4,1.8,1.9
0.4,27.4,1.9,9.8
27.4,130.2,9.8,29.8
130.2,24.4,29.8,11.9
24.4,5.6,11.9,6.1
5.6,3.9,6.1,5.1
3.9,58,5.1,18.2
58,256.7,18.2,45.8
256.7,43.6,45.8,16.5
43.6,20.2,16.5,12
20.2,14.6,12,10.5
14.6,6.6,10.5,7.8
6.6,2.7,7.8,5.9
2.7,1.2,5.9,4.6
1.2,0.8,4.6,4.1
0.8,0.7,4.1,3.5
0.7,0.9,3.5,3.7
0.9,0.8,3.7,3.1
0.8,0.8,3.1,2.9
0.8,1.1,2.9,3.2
1.1,4.8,3.2,5.1
4.8,6.5,5.1,6.4
6.5,6.1,6.4,6.3
6.1,3.7,6.3,5.1
3.7,2.9,5.1,4.6
2.9,2.2,4.6,4.2
2.2,1.6,4.2,3.7
1.6,1.9,3.7,4
1.9,2.4,4,4.5
2.4,2.4,4.5,4.5
2.4,2.1,4.5,4.3
2.1,1.3,4.3,3.7
1.3,1,3.7,3.4
1,1,3.4,3.2
1,0.9,3.2,3.1
0.9,1,3.1,3
1,2.1,3,3.8
2.1,1.4,3.8,3.2
1.4,1,3.2,2.8
1,0.9,2.8,2.7
0.9,0.8,2.7,2.6
0.8,0.8,2.6,2.5
0.8,0.9,2.5,2.7
0.9,4.4,2.7,5
4.4,9.2,5,6.7
9.2,11.3,6.7,7.8
11.3,3.3,7.8,4.5
3.3,2.5,4.5,4.1
2.5,1.7,4.1,3.6
1.7,1.2,3.6,3.3
1.2,1,3.3,3.2
1,0.8,3.2,3
0.8,0.6,3,2.8
0.6,0.5,2.8,2.7
0.5,0.5,2.7,2.6
0.5,0.4,2.6,2.6
0.4,0.4,2.6,2.5
0.4,0.4,2.5,2.4
0.4,0.6,2.4,2.5
0.6,0.9,2.5,2.7
0.9,0.7,2.7,2.4
0.7,0.7,2.4,2.3
0.7,0.8,2.3,2.3
0.8,0.8,2.3,2.2
0.8,0.7,2.2,2.1
0.7,0.7,2.1,2.1
0.7,0.6,2.1,2
0.6,0.7,2,2.1
0.7,1,2.1,2.6
1,0.9,2.6,2.4
0.9,0.8,2.4,2.4
0.8,0.7,2.4,2.3
0.7,0.9,2.3,2.5
0.9,0.9,2.5,2.6
0.9,0.9,2.6,2.5
0.9,0.9,2.5,2.3
0.9,0.7,2.3,2.1
0.7,0.8,2.1,2.1
0.8,0.8,2.1,2.1
0.8,0.7,2.1,2.1
0.7,0.7,2.1,2
0.7,0.7,2,2
0.7,0.8,2,2
0.8,0.8,2,2
0.8,0.7,2,1.9
0.7,0.6,1.9,1.8
0.6,0.6,1.8,1.7
0.6,0.6,1.7,1.7
0.6,0.5,1.7,1.7
0.5,0.5,1.7,1.7
0.5,0.5,1.7,1.6
0.5,0.5,1.6,1.5
0.5,0.5,1.5,1.5
0.5,0.6,1.5,1.7
0.6,13.4,1.7,5.3
13.4,3.4,5.3,3
3.4,1.2,3,2.2
1.2,1,2.2,2.1
1,1,2.1,2.2
1,3.1,2.2,3.3
3.1,1.8,3.3,2.5
1.8,0.9,2.5,2.1
0.9,0.5,2.1,1.8
0.5,2.4,1.8,1.8
2.4,25.1,1.8,4.6
25.1,48.6,4.6,10
48.6,26.9,10,9.6
26.9,6.7,9.6,4.8
6.7,6,4.8,4.3
6,3.6,4.3,3.7
3.6,4.4,3.7,3.9
4.4,3.9,3.9,3.6
3.9,2.5,3.6,2.8
2.5,1.6,2.8,2.5
1.6,1.7,2.5,2.5
1.7,1.3,2.5,2.3
1.3,1.1,2.3,2.2
1.1,1,2.2,2.1
1,1.1,2.1,2.1
1.1,1.6,2.1,2.5
1.6,1.4,2.5,2.3
1.4,1.3,2.3,2.1
1.3,1.1,2.1,1.9
1.1,1.1,1.9,1.8
1.1,1.1,1.8,1.7
1.1,1.2,1.7,1.6
1.2,1.2,1.6,1.6
1.2,1.1,1.6,1.5
1.1,11.9,1.5,2.9
11.9,174.6,2.9,6.6
174.6,18.5,6.6,5
18.5,32.7,5,4.9
32.7,63.7,4.9,7.2
63.7,349.9,7.2,9.5
349.9,61.5,9.5,7.2
61.5,13,7.2,4.3
13,4.5,4.3,2.9
4.5,3.2,2.9,2.5
3.2,2.7,2.5,2.2
2.7,2.3,2.2,2
2.3,2.1,2,1.8
2.1,1.9,1.8,1.7
1.9,1.8,1.7,1.6
1.8,1.7,1.6,1.5
1.7,5.9,1.5,2.9
5.9,2.9,2.9,2.2
2.9,2,2.2,1.8
2,8.5,1.8,2.6
8.5,34.1,2.6,4
34.1,17.9,4,3.5
17.9,3.5,3.5,2.1
3.5,2.3,2.1,1.7
2.3,66.6,1.7,2.8
66.6,100.2,2.8,4.9
100.2,5.6,4.9,2.6
5.6,9.1,2.6,3.5
9.1,8.6,3.5,3.4
8.6,5,3.4,2.5
5,38.1,2.5,3.8
38.1,3.6,3.8,2.4
3.6,25.4,2.4,5.6
25.4,93.1,5.6,8.4
93.1,192.1,8.4,16.5
192.1,41.4,16.5,13
41.4,16.3,13,7.3
16.3,14.1,7.3,7.2
14.1,155.5,7.2,6.8
155.5,76.5,6.8,12.3
76.5,8.4,12.3,5.9
8.4,35.5,5.9,9.2
35.5,6.4,9.2,4.1
6.4,4.7,4.1,3.5
4.7,3.9,3.5,3
3.9,3.4,3,2.7
3.4,3,2.7,2.5
3,2.6,2.5,2.3
2.6,2.5,2.3,2.2
2.5,2.4,2.2,2
2.4,2.2,2,2
2.2,2,2,1.9
2,1.9,1.9,1.9
1.9,2.2,1.9,2
2.2,2,2,1.9
2,1.8,1.9,1.8
1.8,1.7,1.8,1.7
1.7,3.9,1.7,2.4
3.9,2.8,2.4,2.2
2.8,2.4,2.2,2.2
2.4,11.5,2.2,3.2
11.5,5.2,3.2,2.9
5.2,2.7,2.9,2.3
2.7,2.4,2.3,2.2
2.4,6.4,2.2,3.3
6.4,2.5,3.3,2.1
2.5,1.7,2.1,1.7
1.7,1.8,1.7,1.7
1.8,1.5,1.7,1.6
1.5,1.4,1.6,1.5
1.4,1.4,1.5,1.5
1.4,1.5,1.5,1.4
1.5,1.4,1.4,1.5
1.4,1.8,1.5,1.6
1.8,1.3,1.6,1.5
1.3,1.6,1.5,1.5
1.6,1.2,1.5,1.4
1.2,1.2,1.4,1.4
1.2,1.7,1.4,1.7
1.7,11.9,1.7,3.8
11.9,7.9,3.8,3.2
7.9,2.4,3.2,2
2.4,1.9,2,1.9
1.9,2.3,1.9,2.2
2.3,9.1,2.2,3.9
9.1,4.1,3.9,2.7
4.1,3,2.7,2.7
3,4.4,2.7,2.7
4.4,2.3,2.7,2.2
2.3,1.8,2.2,1.9
1.8,1.6,1.9,1.7
1.6,1.5,1.7,1.6
1.5,1.5,1.6,1.6
1.5,1.5,1.6,1.6
1.5,1.2,1.6,1.4
1.2,1.1,1.4,1.4
1.1,1.5,1.4,1.4
1.5,1.1,1.4,1.4
1.1,1.4,1.4,1.6
1.4,1,1.6,1.4
1,0.9,1.4,1.3
0.9,0.8,1.3,1.3
0.8,0.9,1.3,1.3
0.9,1.2,1.3,1.6
1.2,1.6,1.6,1.5
1.6,1,1.5,1.4
1,1,1.4,1.4
1,0.9,1.4,1.4
0.9,0.9,1.4,1.4
0.9,0.8,1.4,1.3
0.8,0.8,1.3,1.3
0.8,0.8,1.3,1.2
0.8,1,1.2,1.2
1,0.9,1.2,1.2
0.9,1.2,1.2,1.3
1.2,1,1.3,1.2
1,0.8,1.2,1.2
0.8,0.8,1.2,1.3
0.8,0.6,1.3,1.2
0.6,0.8,1.2,1.2
0.8,0.7,1.2,1.1
0.7,0.6,1.1,1.1
0.6,1,1.1,1.3
1,0.9,1.3,1.3
0.9,0.6,1.3,1.2
0.6,0.6,1.2,1.2
0.6,0.6,1.2,1.3
0.6,0.5,1.3,1.1
0.5,0.5,1.1,1.1
0.5,0.6,1.1,1.2
0.6,0.7,1.2,1.4
0.7,0.7,1.4,1.4
0.7,0.7,1.4,1.4
0.7,0.7,1.4,1.4
0.7,0.5,1.4,1.3
0.5,0.5,1.3,1.2
0.5,0.6,1.2,1.3
0.6,0.5,1.3,1.3
0.5,3.3,1.3,2.2
3.3,2.1,2.2,2
2.1,0.8,2,1.6
0.8,0.5,1.6,1.4
0.5,0.4,1.4,1.4
0.4,0.4,1.4,1.2
0.4,0.4,1.2,1.3
0.4,0.3,1.3,1.3
0.3,0.4,1.3,1.4
0.4,0.4,1.4,1.4
0.4,0.4,1.4,1.3
0.4,0.4,1.3,1.3
0.4,0.8,1.3,1.3
0.8,0.4,1.3,1.3
0.4,5.8,1.3,2.9
5.8,8.3,2.9,3.7
8.3,2.8,3.7,2.6
2.8,1.2,2.6,2
1.2,0.8,2,1.8
0.8,0.6,1.8,1.6
0.6,0.5,1.6,1.5
0.5,0.5,1.5,1.4
0.5,0.4,1.4,1.4
0.4,0.4,1.4,1.4
0.4,0.4,1.4,1.4
0.4,0.4,1.4,1.3
0.4,0.4,1.3,1.3
0.4,0.4,1.3,1.3
0.4,0.3,1.3,1.3
0.3,0.4,1.3,1.3
0.4,0.4,1.3,1.2
0.4,0.4,1.2,1.2
0.4,0.3,1.2,1.2
0.3,0.3,1.2,1.2
0.3,0.3,1.2,1.3
0.3,0.4,1.3,1.2
0.4,0.3,1.2,1.2
0.3,0.3,1.2,1.3
0.3,0.4,1.3,1.2
0.4,0.3,1.2,1.2
0.3,0.4,1.2,1.2
0.4,4.6,1.2,2.6
4.6,52.8,2.6,8.1
52.8,6.3,8.1,3.7
6.3,1.8,3.7,2.3
1.8,2.6,2.3,3.2
2.6,1.8,3.2,2.7
1.8,1.1,2.7,2.1
1.1,0.8,2.1,2
0.8,1.1,2,1.9
1.1,0.7,1.9,1.9
0.7,0.6,1.9,1.8
0.6,0.6,1.8,1.7
0.6,1.1,1.7,2.3
1.1,6,2.3,3.5
6,2.3,3.5,3
2.3,1.7,3,2.6
1.7,2.4,2.6,2.5
2.4,1.3,2.5,2.3
1.3,1.1,2.3,2.1
1.1,1,2.1,2.1
1,1,2.1,1.9
1,0.7,1.9,1.7
0.7,0.6,1.7,1.6
0.6,2,1.6,2.4
2,2.1,2.4,2.6
2.1,1.1,2.6,2.2
1.1,0.9,2.2,2
0.9,3,2,2.7
3,210.3,2.7,15.3
210.3,28.2,15.3,11.2
28.2,11,11.2,8.1
11,4.5,8.1,4.8
4.5,3,4.8,3.9
3,13,3.9,5.9
13,256.3,5.9,21
256.3,66.5,21,21.8
66.5,18.3,21.8,11.7
18.3,7.1,11.7,7.7
7.1,4.5,7.7,6
4.5,3.6,6,5.4
3.6,2.9,5.4,4.8
2.9,2.5,4.8,4.5
2.5,2.2,4.5,4.1
2.2,2.1,4.1,3.8
2.1,1.6,3.8,3.6
1.6,1.4,3.6,3.4
1.4,1.4,3.4,3.3
1.4,1.3,3.3,3.2
1.3,2.3,3.2,3.8
2.3,1.9,3.8,3.6
1.9,1.7,3.6,3.5
1.7,1.5,3.5,3.2
1.5,2.1,3.2,3.6
2.1,4.5,3.6,4.9
4.5,3.2,4.9,4.5
3.2,2.3,4.5,4.1
2.3,1.8,4.1,3.8
1.8,2.8,3.8,3.4
2.8,1.4,3.4,3.3
1.4,1.4,3.3,3.1
1.4,9.2,3.1,5.8
9.2,4.1,5.8,4.7
4.1,2.4,4.7,4.2
2.4,12.2,4.2,7.3
12.2,7.8,7.3,6.7
7.8,8.3,6.7,7.8
8.3,19,7.8,9.6
19,42.9,9.6,8.8
42.9,87.6,8.8,17.3
87.6,11.9,17.3,9.6
11.9,8.9,9.6,9.3
8.9,7.5,9.3,8.6
7.5,5.8,8.6,7.7
5.8,4.4,7.7,6.4
4.4,3,6.4,5.1
3,3.6,5.1,4.6
3.6,2.5,4.6,4.6
2.5,7.7,4.6,6.2
7.7,166.5,6.2,24.4
166.5,30.1,24.4,15
30.1,20,15,10.7
20,16.6,10.7,9.9
16.6,46.9,9.9,14.3
46.9,22.4,14.3,13.4
22.4,21.9,13.4,13.2
21.9,11.1,13.2,10.5
11.1,7.6,10.5,9
7.6,6,9,8.1
6,5.1,8.1,7.2
5.1,4.2,7.2,6.4
4.2,3.4,6.4,5.5
3.4,3,5.5,4.9
3,3.7,4.9,4.6
3.7,1.4,4.6,4.3
1.4,0.2,4.3,4.1
0.2,0.2,4.1,4
0.2,0.2,4,3.7
0.2,0.2,3.7,3.5
0.2,0.2,3.5,3.4
0.2,0.2,3.4,3.2
0.2,0.2,3.2,3.1
0.2,0.2,3.1,2.8
0.2,0.2,2.8,2.7
0.2,0.2,2.7,2.7
0.2,0.2,2.7,2.8
0.2,0.3,2.8,4
0.3,0.2,4,3.3
0.2,0.2,3.3,3
0.2,0.2,3,2.9
0.2,0.2,2.9,2.7
0.2,0.2,2.7,2.6
0.2,0.2,2.6,2.5
0.2,0.2,2.5,2.3
0.2,0.2,2.3,2.3
0.2,0.2,2.3,2.3
0.2,0.2,2.3,2.2
0.2,0.1,2.2,2.2
0.1,0.1,2.2,2.2
0.1,0.1,2.2,2.2
0.1,0.2,2.2,2.5
0.2,0.2,2.5,2.8
0.2,0.2,2.8,2.8
0.2,0.2,2.8,2.7
0.2,0.2,2.7,2.3
0.2,0.1,2.3,2.3
0.1,0.2,2.3,2.7
0.2,0.3,2.7,3.7
0.3,0.4,3.7,4.5
0.4,0.8,4.5,9.9
0.8,0.9,9.9,11.4
0.9,0.7,11.4,9.5
0.7,0.5,9.5,6.3
0.5,0.3,6.3,4.7
0.3,0.3,4.7,4.2
0.3,0.3,4.2,3.8
0.3,0.3,3.8,3.7
0.3,0.2,3.7,3.3
0.2,0.2,3.3,2.9
0.2,0.2,2.9,2.8
0.2,0.2,2.8,2.7
0.2,0.2,2.7,2.6
0.2,0.2,2.6,2.6
0.2,0.2,2.6,2.5
0.2,0.2,2.5,2.5
0.2,0.2,2.5,3.1
0.2,0.2,3.1,3.3
0.2,0.2,3.3,2.8
0.2,0.3,2.8,4.2
0.3,0.2,4.2,3.2
0.2,0.2,3.2,2.7
0.2,0.2,2.7,2.5
0.2,0.2,2.5,2.4
0.2,0.2,2.4,2.3
0.2,0.2,2.3,2.2
0.2,0.1,2.2,2.2
0.1,0.1,2.2,2.1
0.1,0.1,2.1,2.1
0.1,0.1,2.1,2
0.1,0.1,2,1.9
0.1,0.1,1.9,1.9
0.2,0.2,1.9,1.8
0.3,0.3,1.8,1.8
0.4,0.4,1.8,1.7
0.5,0.5,1.7,1.7
0.6,0.6,1.7,1.7
0.7,0.7,1.7,1.6
0.8,0.8,1.6,1.7
0.8,0.9,1.7,1.6
0.9,0.8,1.6,1.4
0.8,0.8,1.4,1.4
0.8,3.7,1.4,1.6
3.7,4.8,1.6,2
4.8,1.1,2,1.5
1.1,0.8,1.5,1.4
0.8,0.8,1.4,1.5
0.8,0.8,1.5,1.5
0.8,0.7,1.5,1.4
0.7,0.8,1.4,1.4
0.8,0.9,1.4,1.5
0.9,0.7,1.5,1.4
0.7,0.7,1.4,1.3
0.7,0.7,1.3,1.3
0.7,0.7,1.3,1.3
0.7,0.7,1.3,1.2
0.7,1.1,1.2,1.3
1.1,2.1,1.3,2
2.1,0.8,2,1.4
0.8,0.7,1.4,1.3
0.7,0.7,1.3,1.2
0.7,0.7,1.2,1.2
0.7,0.7,1.2,1.2
0.7,0.7,1.2,1.1
0.7,0.7,1.1,1.1
0.7,0.7,1.1,1
0.7,0.7,1,1
0.7,0.7,1,1
0.7,0.6,1,1
0.6,0.6,1,1
0.6,0.6,1,0.8
0.6,0.6,0.8,0.7
0.6,0.5,0.7,0.7
0.5,0.6,0.7,0.7
0.6,0.6,0.7,0.7
0.6,0.6,0.7,0.7
0.6,0.6,0.7,0.7
0.6,0.6,0.7,0.7
0.6,0.9,0.7,0.9
0.9,0.7,0.9,0.8
0.7,0.8,0.8,0.7
0.8,3.2,0.7,1.4
3.2,0.9,1.4,0.7
0.9,0.4,0.7,0.7
0.4,1.4,0.7,1.1
1.4,1.1,1.1,0.9
1.1,0.6,0.9,0.7
0.6,0.6,0.7,0.7
0.6,0.7,0.7,0.6
0.7,0.3,0.6,0.5
0.3,0.6,0.5,0.6
0.6,0.8,0.6,0.8
0.8,0.6,0.8,0.7
0.6,0.6,0.7,0.7
0.6,0.5,0.7,0.6
0.5,0.7,0.6,0.7
0.7,0.4,0.7,0.5
0.4,0.6,0.5,0.6
0.6,1.5,0.6,1.1
1.5,0.9,1.1,0.8
0.9,0.5,0.8,0.6
0.5,0.4,0.6,0.7
0.4,0.5,0.7,0.7
0.5,0.4,0.7,0.6
0.4,0.4,0.6,0.6
0.4,0.6,0.6,0.7
0.6,0.4,0.7,0.5
0.4,0.3,0.5,0.6
0.3,0.3,0.6,0.5
0.3,0.5,0.5,0.6
0.5,0.8,0.6,0.8
0.8,0.6,0.8,0.8
0.6,3.1,0.8,1
3.1,5.7,1,1.5
5.7,0.9,1.5,0.8
0.9,0.7,0.8,0.7
0.7,0.7,0.7,0.7
0.7,0.6,0.7,0.7
0.6,0.6,0.7,0.6
0.6,0.6,0.6,0.6
0.6,1.2,0.6,0.9
1.2,0.7,0.9,0.7
0.7,0.6,0.7,0.6
0.6,0.5,0.6,0.6
0.5,0.5,0.6,0.6
0.5,0.5,0.6,0.6
0.5,0.4,0.6,0.5
0.4,0.4,0.5,0.5
0.4,0.4,0.5,0.5
0.4,0.4,0.5,0.5
0.4,0.5,0.5,0.5
0.5,0.4,0.5,0.5
0.4,0.5,0.5,0.6
0.5,6.8,0.6,2
6.8,2.4,2,1.5
2.4,1.1,1.5,1
1.1,0.5,1,0.6
0.5,0.7,0.6,0.8
0.7,0.3,0.8,0.5
0.3,0.5,0.5,0.7
0.5,0.5,0.7,0.8
0.5,52.8,0.8,3.8
52.8,3.7,3.8,1.2
3.7,1,1.2,0.8
1,0.7,0.8,0.6
0.7,0.8,0.6,0.9
0.8,0.4,0.9,0.5
0.4,0.4,0.5,0.7
0.4,0.4,0.7,0.6
0.4,0.3,0.6,0.6
0.3,0.6,0.6,0.7
